User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type
User_415,Tesla Model 3,62,Station_145,New York,08/17/2024 21:00,08/17/2024 23:47,45.34,3.02,11.27,11.66,Night,Wednesday,78.22,74.81,277.64,37.97,0,Level 1,Commuter
User_416,Hyundai Kona,50,Station_451,Los Angeles,08/17/2024 21:00,08/17/2024 23:47,60.26,3.03,31.22,11.47,Evening,Saturday,51.19,66.23,175.97,6.87,7,Level 2,Commuter
User_417,Nissan Leaf,100,Station_446,Houston,01/18/2024 8:00,01/18/2024 11:31,5.65,0.64,11.67,25.63,Morning,Saturday,58.4,65.02,83.27,23.06,6,DC Fast Charger,Casual Driver
User_418,Nissan Leaf,85,Station_223,New York,01/18/2024 9:00,01/18/2024 10:53,32.49,0.78,47.26,7.59,Evening,Friday,84.13,76.17,143.61,17.16,0,Level 2,Casual Driver
User_419,Hyundai Kona,62,Station_371,Chicago,01/18/2024 10:00,01/18/2024 11:34,61.46,2.47,31.65,10.99,Evening,Friday,15.97,62.93,57.16,-9.47,0.46,Level 1,Long-Distance Traveler
User_420,BMW i3,85,Station_257,Chicago,10/18/2024 11:00,10/18/2024 12:46,41.58,1.08,35.42,7.27,Night,Thursday,45.89,90.42,149.93,21.28,0,DC Fast Charger,Casual Driver
User_421,Nissan Leaf,100,Station_268,Los Angeles,10/18/2024 11:00,10/18/2024 12:46,41.6,1.5,4.91,13.57,Morning,Tuesday,61.83,61.69,32.05,18.1,2,DC Fast Charger,Long-Distance Traveler
User_422,BMW i3,85,Station_359,Los Angeles,10/18/2024 11:00,10/18/2024 12:46,29.7,3.92,32.3,21.48,Afternoon,Saturday,42.99,50.44,180.45,8.2,4,Level 2,Long-Distance Traveler
User_423,Nissan Leaf,69.45,Station_4,Houston,10/18/2024 11:00,10/18/2024 12:46,72.72,0.68,32.25,28.12,Afternoon,Monday,28.9,57.74,151.62,4.49,2,DC Fast Charger,Commuter
User_424,Nissan Leaf,85,Station_426,Houston,01/18/2024 15:00,01/18/2024 15:44,61.93,0.8,25.27,27.12,Morning,Wednesday,73.66,93.03,,7.69,3,DC Fast Charger,Commuter
User_425,Chevy Bolt,50,Station_397,Los Angeles,01/18/2024 16:00,01/18/2024 16:57,12.67,2.32,36.16,30.67,Evening,Thursday,75.3,65.45,199.26,25.33,3,Level 1,Commuter
User_426,Nissan Leaf,100,Station_354,Los Angeles,01/18/2024 17:00,01/18/2024 17:52,78.96,3.8,41.31,26.94,Night,Tuesday,50.09,74.79,91.26,37.21,6,Level 2,Commuter
User_427,Tesla Model 3,100,Station_106,Chicago,01/18/2024 18:00,01/18/2024 20:18,64.98,3.73,38.5,24.82,Night,Monday,67.11,66.71,133.72,1.17,2,Level 1,Commuter
User_428,Hyundai Kona,85,Station_85,Los Angeles,01/18/2024 19:00,01/18/2024 21:16,37.29,1.9,29.15,10.42,Morning,Tuesday,29.09,78.13,46.65,6.23,2,Level 2,Long-Distance Traveler
User_429,Hyundai Kona,100,Station_214,San Francisco,11/18/2024 20:00,11/18/2024 22:54,72.09,2.02,7.42,7.96,Morning,Monday,32.51,89.84,255.12,-3.31,3,Level 1,Commuter
User_430,BMW i3,62,Station_121,New York,11/18/2024 20:00,11/18/2024 22:54,65.75,0.88,42.51,20.24,Evening,Sunday,18.32,81.15,80.83,18.96,1,Level 2,Commuter
User_431,Nissan Leaf,3.98,Station_132,Los Angeles,11/18/2024 20:00,11/18/2024 22:54,42.87,2.19,33.88,6.19,Night,Tuesday,87.89,67.78,65.34,-5.56,2,DC Fast Charger,Commuter
User_432,Tesla Model 3,62,Station_338,Houston,11/18/2024 20:00,11/18/2024 22:54,33.4,2.46,14.42,15.41,Morning,Tuesday,23.34,68.14,23.11,27.28,2,DC Fast Charger,Long-Distance Traveler
User_433,BMW i3,62,Station_197,San Francisco,11/18/2024 20:00,11/18/2024 22:54,46.51,2.81,10.48,15.91,Evening,Sunday,70.98,94.38,223.26,38.45,5,Level 2,Casual Driver
User_434,Chevy Bolt,50,Station_19,Houston,01/19/2024 1:00,01/19/2024 3:48,74.54,3.59,16.94,28.37,Evening,Saturday,51.81,76.08,31.44,10.75,2,Level 2,Casual Driver
User_435,BMW i3,100,Station_130,San Francisco,01/19/2024 2:00,01/19/2024 2:57,53.84,0.95,25.61,39.91,Morning,Thursday,65.22,88.66,207.67,4.72,5,Level 2,Commuter
User_436,BMW i3,1.53,Station_12,Los Angeles,01/19/2024 3:00,01/19/2024 4:11,42.47,1.38,,5.16,Night,Tuesday,31.21,95.21,51.92,32.47,4,Level 2,Casual Driver
User_437,Nissan Leaf,75,Station_81,New York,01/19/2024 4:00,01/19/2024 6:08,,2.66,30.72,23.56,Afternoon,Tuesday,44.91,51.97,249.81,39.07,6,DC Fast Charger,Long-Distance Traveler
User_438,Chevy Bolt,100,Station_330,Houston,01/19/2024 5:00,01/19/2024 6:30,76.5,3.01,37.45,31.95,Evening,Thursday,24.87,58.71,59.59,45.75,2,Level 2,Commuter
User_439,BMW i3,62,Station_354,San Francisco,01/19/2024 6:00,01/19/2024 8:32,5.61,2.46,18.56,54.89,Afternoon,Thursday,42.53,64.4,127.33,5.26,7,DC Fast Charger,Long-Distance Traveler
User_440,Tesla Model 3,50,Station_262,Chicago,01/19/2024 7:00,01/19/2024 8:33,26.47,1.38,15.86,18.34,Evening,Friday,25.36,14.99,79.43,14.94,5,DC Fast Charger,Long-Distance Traveler
User_441,Tesla Model 3,50,Station_392,Los Angeles,01/19/2024 8:00,01/19/2024 9:00,6.87,1.49,42.84,23.71,Night,Friday,60.64,55.02,122.64,38.71,5,Level 2,Commuter
User_442,Hyundai Kona,67.54,Station_125,New York,12/19/2024 9:00,12/19/2024 10:50,21.58,1.27,32.63,29.88,Afternoon,Saturday,14.54,87.11,124.12,-5.86,4.69,DC Fast Charger,Long-Distance Traveler
User_443,Chevy Bolt,75,Station_307,Los Angeles,12/19/2024 9:00,12/19/2024 10:50,7.57,3.27,40.84,36.54,Morning,Thursday,55.75,53.49,299.56,26.73,0.74,Level 2,Commuter
User_444,Chevy Bolt,100,Station_267,Chicago,01/19/2024 11:00,01/19/2024 11:39,49.55,0.67,27.01,5.38,Evening,Sunday,48.44,92.5,60.59,36.81,7,DC Fast Charger,Long-Distance Traveler
User_445,Hyundai Kona,85,Station_447,New York,01/19/2024 12:00,01/19/2024 12:37,72.83,1.61,45.38,5.71,Morning,Wednesday,81.63,52.32,,31.78,0.91,Level 2,Casual Driver
User_446,BMW i3,100,Station_441,Chicago,01/19/2024 13:00,01/19/2024 15:58,71.13,0.82,14.17,11.35,Morning,Saturday,78.36,91.25,50.62,-1.71,5,Level 2,Casual Driver
User_447,Chevy Bolt,100,Station_383,Los Angeles,01/19/2024 14:00,01/19/2024 17:54,36.24,0.7,12.83,9.74,Night,Monday,83.71,52.59,125.23,-7.5,6,Level 1,Casual Driver
User_448,Tesla Model 3,127.28,Station_140,San Francisco,01/19/2024 15:00,01/19/2024 16:28,53.4,3.43,49.77,15.32,Morning,Thursday,51.06,50.98,215.46,31.62,6,Level 1,Long-Distance Traveler
User_449,Tesla Model 3,107.43,Station_329,Los Angeles,01/19/2024 16:00,01/19/2024 19:27,5.75,0.58,7.01,20.65,Evening,Friday,60.71,67.3,140,16.98,3,Level 2,Commuter
User_450,Nissan Leaf,62,Station_2,Los Angeles,01/19/2024 17:00,01/19/2024 20:46,9.74,3.07,3.65,39.66,Morning,Tuesday,75.78,97.16,157.88,13.52,4,Level 1,Casual Driver
User_451,Chevy Bolt,85,Station_8,Los Angeles,01/19/2024 18:00,01/19/2024 21:47,39.46,1.65,41,21.67,Morning,Thursday,72.99,64.45,53.94,-1.26,2,DC Fast Charger,Commuter
User_452,BMW i3,85,Station_250,Houston,01/19/2024 19:00,01/19/2024 19:59,63.83,2.46,38.14,6.76,Evening,Thursday,11.08,74.41,295.99,13.92,2.04,Level 2,Casual Driver
User_453,Hyundai Kona,85,Station_139,Chicago,01/19/2024 20:00,01/19/2024 22:54,72.95,3.76,14.79,10.52,Morning,Friday,38.58,78.14,14.89,34.42,2,Level 2,Casual Driver
User_454,Hyundai Kona,62,Station_124,Chicago,01/19/2024 21:00,01/20/2024 0:52,21.1,3.47,37.26,25.55,Night,Friday,66.2,78.7,197.85,-3.53,1,Level 2,Long-Distance Traveler
User_455,BMW i3,62,Station_309,Chicago,01/19/2024 22:00,01/19/2024 22:49,58.79,2.47,34.24,19.22,Evening,Wednesday,63.05,97.72,29.98,-4.12,7,Level 1,Casual Driver
User_456,Nissan Leaf,62,Station_228,Houston,01/19/2024 23:00,01/20/2024 0:17,65.18,2.41,38.58,33.19,Night,Saturday,17.73,82.79,254.22,17.15,1,Level 1,Commuter
User_457,Hyundai Kona,85,Station_10,San Francisco,01/20/2024 0:00,01/20/2024 3:50,72.55,0.36,35.11,32.07,Morning,Friday,61.85,64.37,44.42,9.69,0,DC Fast Charger,Commuter
User_458,Chevy Bolt,100,Station_469,Los Angeles,01/20/2024 1:00,01/20/2024 3:39,57.56,3.34,13.04,14.26,Afternoon,Friday,55.28,93.58,249.42,24.25,2,Level 1,Casual Driver
User_459,Nissan Leaf,52.33,Station_212,San Francisco,01/20/2024 2:00,01/20/2024 3:06,67.41,3.04,48.63,11.13,Night,Friday,93.25,69.23,206.55,32.36,6.24,Level 1,Commuter
User_460,Chevy Bolt,75,Station_112,Houston,01/20/2024 3:00,01/20/2024 5:38,21.03,2.84,8.33,8.85,Night,Saturday,16,70.41,157.68,35.8,2.08,DC Fast Charger,Commuter
User_461,Tesla Model 3,62,Station_8,Chicago,01/20/2024 4:00,01/20/2024 6:41,16.47,1.77,22.11,24.11,Morning,Tuesday,90.7,91.82,141.29,39.91,0,Level 2,Commuter
User_462,Nissan Leaf,50,Station_292,Los Angeles,01/20/2024 5:00,01/20/2024 7:09,78.31,2.4,11.81,29.76,Afternoon,Thursday,18.94,51.59,20.62,4.69,1,Level 2,Commuter
User_463,Hyundai Kona,85,Station_477,New York,01/20/2024 6:00,01/20/2024 7:23,38.6,3.91,31.47,22.31,Evening,Thursday,52.9,72.18,116.3,2.04,6,DC Fast Charger,Commuter
User_464,Nissan Leaf,85,Station_362,New York,01/20/2024 7:00,01/20/2024 9:31,26.57,1.07,43.38,32.63,Afternoon,Friday,13.35,65.43,32.84,37.67,7,Level 1,Casual Driver
User_465,Nissan Leaf,100,Station_460,San Francisco,01/20/2024 8:00,01/20/2024 8:54,23.02,2.65,7,5.06,Evening,Sunday,62.42,91.38,230.8,4.62,6,DC Fast Charger,Commuter
User_466,Nissan Leaf,85,Station_253,Chicago,01/20/2024 9:00,01/20/2024 11:40,62.05,1.18,31.37,35.34,Morning,Sunday,88.13,58.36,205.23,11.03,5,DC Fast Charger,Commuter
User_467,Nissan Leaf,85,Station_14,New York,01/20/2024 10:00,01/20/2024 10:38,58.09,2.65,7.07,30.93,Afternoon,Saturday,42.04,99.21,39.4,-6.25,4,Level 2,Casual Driver
User_468,Chevy Bolt,75,Station_240,San Francisco,01/20/2024 11:00,01/20/2024 14:53,63.3,0.83,30.69,5.54,Morning,Wednesday,37.27,70.75,,7.96,4,Level 1,Long-Distance Traveler
User_469,Tesla Model 3,39.3,Station_438,Houston,01/20/2024 12:00,01/20/2024 15:51,21,1.86,26.23,33.58,Night,Friday,32.28,58.87,216.69,37.2,7,Level 2,Commuter
User_470,BMW i3,62,Station_242,San Francisco,01/20/2024 13:00,01/20/2024 14:03,36.32,2.01,19.41,32.62,Afternoon,Saturday,22.32,89.41,254.27,-1.52,1.09,Level 2,Long-Distance Traveler
User_471,Nissan Leaf,129.52,Station_469,San Francisco,01/20/2024 14:00,01/20/2024 15:12,65.45,3.92,47.44,11.06,Evening,Saturday,17.57,99.94,117.86,10.84,0,DC Fast Charger,Long-Distance Traveler
User_472,Hyundai Kona,85,Station_342,San Francisco,01/20/2024 15:00,01/20/2024 16:43,46.92,2.22,38.7,16.96,Night,Wednesday,48.06,81.16,129.33,11.8,6,Level 2,Casual Driver
User_473,Nissan Leaf,62,Station_149,Los Angeles,01/20/2024 16:00,01/20/2024 18:03,45.36,1.46,,34.75,Evening,Saturday,86.24,85.21,191.28,29.74,6,Level 2,Long-Distance Traveler
User_474,Hyundai Kona,75,Station_236,San Francisco,01/20/2024 17:00,01/20/2024 17:51,44.73,1.35,36.47,23.68,Night,Thursday,84.84,62.85,174.43,12.81,0,Level 2,Long-Distance Traveler
User_475,Chevy Bolt,100,Station_306,San Francisco,01/20/2024 18:00,01/20/2024 19:39,57.86,3.1,40.17,36.94,Evening,Wednesday,43.73,96.36,129.61,-7.46,5,Level 1,Long-Distance Traveler
User_476,Hyundai Kona,85,Station_478,Los Angeles,01/20/2024 19:00,01/20/2024 21:39,25.89,2.57,23.44,36.65,Evening,Wednesday,36.58,44.09,75.87,-6.7,6,Level 1,Casual Driver
User_477,BMW i3,50,Station_167,Los Angeles,01/20/2024 20:00,01/20/2024 22:03,65.9,2.16,39.46,10.08,Morning,Monday,73.79,95.29,161.2,26.15,3,Level 2,Commuter
User_478,Tesla Model 3,75,Station_20,Houston,01/20/2024 21:00,01/21/2024 0:43,34.8,0.85,16.6,28.33,Night,Wednesday,64.52,57.8,,14.22,2,DC Fast Charger,Casual Driver
User_479,Hyundai Kona,3.84,Station_216,Chicago,01/20/2024 22:00,01/20/2024 23:01,18.87,3.99,44.01,13.01,Morning,Wednesday,58.05,66.33,185.65,-9.97,5,DC Fast Charger,Casual Driver
User_480,Hyundai Kona,78.84,Station_343,New York,01/20/2024 23:00,01/21/2024 1:15,77.35,1.82,7.85,37.61,Morning,Tuesday,63.62,82.11,,-5.39,7,Level 2,Casual Driver
User_481,Tesla Model 3,100,Station_135,New York,01/21/2024 0:00,01/21/2024 2:53,31.73,2.65,68.54,16.75,Morning,Thursday,39.61,85.43,107.68,-9.3,1,Level 1,Commuter
User_482,BMW i3,100,Station_393,San Francisco,01/21/2024 1:00,01/21/2024 4:53,41.27,3.49,6.79,27.61,Morning,Friday,10.87,72.77,244.03,-8.04,1,DC Fast Charger,Long-Distance Traveler
User_483,Nissan Leaf,75,Station_129,Houston,01/21/2024 2:00,01/21/2024 2:30,41.95,1.02,39.26,21.6,Evening,Monday,89.08,96.16,44.23,11.05,7,DC Fast Charger,Commuter
User_484,Hyundai Kona,85,Station_410,San Francisco,01/21/2024 3:00,01/21/2024 4:41,46.41,0.85,28.16,32.59,Morning,Wednesday,19.46,67.77,87.22,-6.86,5,Level 1,Long-Distance Traveler
User_485,Tesla Model 3,75,Station_422,New York,01/21/2024 4:00,01/21/2024 7:25,21.41,2.69,24.63,14.9,Morning,Tuesday,33.35,84.37,86.9,29.3,7,Level 1,Commuter
User_486,Chevy Bolt,100,Station_294,Los Angeles,01/21/2024 5:00,01/21/2024 6:19,55,1.25,23.09,36.97,Morning,Tuesday,57.08,88.93,11.22,3.24,7,DC Fast Charger,Casual Driver
User_487,Tesla Model 3,100,Station_246,Chicago,01/21/2024 6:00,01/21/2024 8:50,7.74,2.1,36.45,15.49,Evening,Saturday,77.59,99.58,100.99,-9.73,6,Level 2,Casual Driver
User_488,Chevy Bolt,62,Station_189,Houston,01/21/2024 7:00,01/21/2024 7:44,11.48,3.62,21.48,13.03,Night,Friday,35.54,91.08,267.4,-9.31,0,DC Fast Charger,Long-Distance Traveler
User_489,BMW i3,75,Station_44,Los Angeles,01/21/2024 8:00,01/21/2024 9:22,39.47,2.4,21.77,7.4,Evening,Friday,43.73,18.84,73.21,-2.09,3,Level 1,Casual Driver
User_490,Nissan Leaf,100,Station_86,Chicago,01/21/2024 9:00,01/21/2024 12:21,27.61,2.17,41.06,5.52,Evening,Sunday,27.55,68.85,95.48,34.21,6,Level 1,Casual Driver
User_491,Tesla Model 3,85,Station_44,Houston,01/21/2024 10:00,01/21/2024 10:37,15.25,3.31,6.76,1.64,Evening,Thursday,42.74,88.23,263.83,-2.26,5.17,Level 1,Commuter
User_492,Hyundai Kona,85,Station_330,Houston,01/21/2024 11:00,01/21/2024 12:43,45.07,1.71,41.03,7.4,Night,Sunday,51.66,92.06,76.48,37.01,6,Level 1,Long-Distance Traveler
User_493,BMW i3,100,Station_375,New York,01/21/2024 12:00,01/21/2024 13:15,10.16,1.52,41.18,6.57,Morning,Saturday,28.84,76.3,156.08,7.54,1,Level 2,Commuter
User_494,Tesla Model 3,75,Station_446,Los Angeles,01/21/2024 13:00,01/21/2024 14:38,55,3.48,34.58,36.06,Morning,Wednesday,42.7,60.69,2.91,22.33,1,DC Fast Charger,Commuter
User_495,Hyundai Kona,75,Station_378,Houston,01/21/2024 14:00,01/21/2024 16:23,64.87,3.23,38.99,5.2,Night,Tuesday,26.65,56.36,90.13,27.33,4,Level 1,Casual Driver
User_496,Tesla Model 3,50,Station_390,Houston,01/21/2024 15:00,01/21/2024 17:56,25.13,1.9,16.21,32.62,Night,Monday,25.68,94.53,127.43,40.26,4,Level 1,Commuter
User_497,Chevy Bolt,100,Station_145,Chicago,01/21/2024 16:00,01/21/2024 19:15,14.46,3.4,44.04,18.41,Afternoon,Thursday,14.15,64.61,55.74,1.78,2,Level 1,Long-Distance Traveler
User_498,Tesla Model 3,100,Station_51,New York,01/21/2024 17:00,01/21/2024 19:32,79.42,2.45,40.54,21.03,Morning,Wednesday,41.24,60.46,54.66,-0.38,6,DC Fast Charger,Casual Driver
User_499,Tesla Model 3,75,Station_242,San Francisco,01/21/2024 18:00,01/21/2024 20:48,44.42,2.34,19.66,6.19,Evening,Saturday,22.98,94.86,116.42,36.39,2,Level 1,Long-Distance Traveler
User_500,Tesla Model 3,104.92,Station_294,New York,01/21/2024 19:00,01/21/2024 21:26,74.02,2.69,31.7,16.63,Evening,Friday,37.01,80.97,171.66,17.89,5,DC Fast Charger,Long-Distance Traveler
User_501,BMW i3,85,Station_408,San Francisco,01/21/2024 20:00,01/21/2024 21:12,36.51,2.26,11.41,18.47,Morning,Saturday,70.63,79.49,272.3,11.1,5,Level 2,Long-Distance Traveler
User_502,Tesla Model 3,50,Station_51,Los Angeles,01/21/2024 21:00,01/21/2024 21:49,39.07,3.87,16.67,18.4,Night,Wednesday,76.15,88.86,110.7,18.62,5,Level 1,Long-Distance Traveler
User_503,Hyundai Kona,50,Station_266,Los Angeles,01/21/2024 22:00,01/22/2024 0:57,63.79,0.78,25.34,18.77,Afternoon,Saturday,35.17,92.9,208.1,22.74,2,Level 2,Commuter
User_504,Chevy Bolt,85,Station_120,Houston,01/21/2024 23:00,01/21/2024 23:50,67.45,0.85,45.02,28.34,Evening,Friday,36.07,61.53,277.49,20.71,0,DC Fast Charger,Casual Driver
User_505,Chevy Bolt,62,Station_200,Los Angeles,01/22/2024 0:00,01/22/2024 1:51,56.89,3,4.87,28.25,Afternoon,Wednesday,24.39,64.47,153.07,29.96,4,Level 2,Commuter
User_506,Tesla Model 3,75,Station_405,Houston,01/22/2024 1:00,01/22/2024 2:26,21.82,1.99,,34.26,Evening,Monday,77.22,96.77,199.57,38.08,7,Level 1,Casual Driver
User_507,BMW i3,62,Station_248,New York,01/22/2024 2:00,01/22/2024 5:27,47.01,1.67,32.35,5.89,Evening,Sunday,27.33,82.11,18.73,15.72,6,Level 2,Commuter
User_508,BMW i3,75,Station_70,Los Angeles,01/22/2024 3:00,01/22/2024 4:43,73.62,3.51,25.28,24.75,Morning,Thursday,36.21,85.98,253.85,36.16,2,Level 2,Casual Driver
User_509,Hyundai Kona,85,Station_341,New York,01/22/2024 4:00,01/22/2024 6:07,,1.49,35.5,23.11,Evening,Saturday,44.34,55.36,,5.84,3,Level 2,Long-Distance Traveler
User_510,Tesla Model 3,51.4,Station_57,New York,01/22/2024 5:00,01/22/2024 8:03,41.94,2.54,11.34,23.05,Afternoon,Friday,18.61,79.1,192.78,-0.31,3,Level 2,Long-Distance Traveler
User_511,Chevy Bolt,50,Station_382,Los Angeles,01/22/2024 6:00,01/22/2024 9:07,37.16,2.51,16.71,34.26,Afternoon,Monday,43.85,85.04,177.97,26.52,7,Level 2,Commuter
User_512,BMW i3,75,Station_39,New York,01/22/2024 7:00,01/22/2024 10:50,34.66,3.18,20.94,8.05,Morning,Tuesday,27.06,96.57,207.74,5.41,2,DC Fast Charger,Commuter
User_513,Tesla Model 3,99.54,Station_472,Los Angeles,01/22/2024 8:00,01/22/2024 10:19,,1.82,24.3,28.01,Evening,Monday,61.03,94.54,33.45,37.89,5,DC Fast Charger,Long-Distance Traveler
User_514,BMW i3,174.41,Station_289,Los Angeles,01/22/2024 9:00,01/22/2024 11:24,8.89,2.88,48.74,8.59,Afternoon,Monday,45.45,52.4,,25.21,4,Level 1,Commuter
User_515,BMW i3,62,Station_443,Los Angeles,01/22/2024 10:00,01/22/2024 13:08,29.38,3.71,9.76,38.97,Night,Monday,53.31,57.52,269.38,26.35,7,DC Fast Charger,Commuter
User_516,Chevy Bolt,85,Station_18,San Francisco,01/22/2024 11:00,01/22/2024 12:11,6.54,0.48,,38.99,Morning,Friday,67.81,60.72,91.92,30.05,2,DC Fast Charger,Casual Driver
User_517,Nissan Leaf,50,Station_440,New York,01/22/2024 12:00,01/22/2024 13:37,70.39,1.64,,32.26,Night,Tuesday,112.49,70.28,188.31,-7.64,4,Level 1,Casual Driver
User_518,Hyundai Kona,62,Station_220,Chicago,01/22/2024 13:00,01/22/2024 16:38,16.08,3.27,36.73,69.41,Afternoon,Thursday,12.69,82.09,208.9,38.08,0,DC Fast Charger,Casual Driver
User_519,Hyundai Kona,75,Station_313,Los Angeles,01/22/2024 14:00,01/22/2024 17:38,7.56,1.5,43.23,28.52,Night,Monday,17.75,99.07,22.22,39.7,3,Level 1,Commuter
User_520,Chevy Bolt,54.37,Station_244,New York,01/22/2024 15:00,01/22/2024 16:39,15.81,0.73,7.18,30.31,Morning,Friday,74.09,67.42,53.31,22.8,7,Level 1,Long-Distance Traveler
User_521,BMW i3,85,Station_352,Houston,01/22/2024 16:00,01/22/2024 17:47,60.12,2.97,30.66,19.63,Night,Friday,30.1,86.76,205.55,34.63,6,DC Fast Charger,Long-Distance Traveler
User_522,Tesla Model 3,85,Station_460,Los Angeles,01/22/2024 17:00,01/22/2024 20:45,67.94,1.22,17.9,0.31,Afternoon,Thursday,46.18,57.47,109.01,5.54,3,Level 2,Long-Distance Traveler
User_523,BMW i3,50,Station_304,Los Angeles,01/22/2024 18:00,01/22/2024 19:59,70.04,2.93,32.41,16.58,Night,Sunday,19.34,87.55,149.71,-1.34,7,Level 1,Long-Distance Traveler
User_524,Chevy Bolt,85,Station_298,Chicago,01/22/2024 19:00,01/22/2024 21:20,68.56,0.62,6.33,13.37,Night,Wednesday,19.2,69.22,40.61,-7.03,0.92,Level 2,Casual Driver
User_525,Hyundai Kona,75,Station_283,San Francisco,01/22/2024 20:00,01/22/2024 22:21,36.57,1.59,46.27,23.29,Night,Tuesday,58.63,66,,6.77,1.81,Level 1,Casual Driver
User_526,BMW i3,100,Station_74,San Francisco,01/22/2024 21:00,01/22/2024 23:12,20.45,0.92,26.5,9.32,Evening,Tuesday,57.96,73.66,200.18,7.5,1,DC Fast Charger,Commuter
User_527,Hyundai Kona,100,Station_110,Los Angeles,01/22/2024 22:00,01/23/2024 0:54,9.72,2.37,43.56,25.72,Afternoon,Saturday,17.34,75.08,100.96,5.94,4,Level 2,Long-Distance Traveler
User_528,Tesla Model 3,62,Station_180,New York,01/22/2024 23:00,01/22/2024 23:48,61.68,0.67,13.41,29.84,Night,Monday,86.67,87.84,277.82,37.44,6,Level 1,Commuter
User_529,Hyundai Kona,62,Station_426,Houston,01/23/2024 0:00,01/23/2024 3:28,28.58,0.98,18.89,36.56,Afternoon,Wednesday,25.49,91.47,268.46,17.68,3,DC Fast Charger,Long-Distance Traveler
User_530,Hyundai Kona,62,Station_32,Houston,01/23/2024 1:00,01/23/2024 2:39,21.13,3.9,32.29,10.73,Night,Sunday,44.71,79.2,72.35,-1.21,5,Level 2,Long-Distance Traveler
User_531,Nissan Leaf,85,Station_234,New York,01/23/2024 2:00,01/23/2024 3:32,46.77,0.9,1.47,36.7,Morning,Tuesday,18.36,58.13,122.1,6.27,7,DC Fast Charger,Commuter
User_532,Nissan Leaf,87.49,Station_282,Los Angeles,01/23/2024 3:00,01/23/2024 4:44,17.76,2.72,42.82,29.87,Morning,Sunday,17.02,77.28,175.12,28.12,0,DC Fast Charger,Casual Driver
User_533,Nissan Leaf,50,Station_25,Houston,01/23/2024 4:00,01/23/2024 7:57,79.39,2.71,19.14,21.85,Morning,Saturday,63.91,87.44,,14.46,4,Level 2,Commuter
User_534,Hyundai Kona,100,Station_331,San Francisco,01/23/2024 5:00,01/23/2024 8:07,21.07,3.72,28.51,37.41,Night,Monday,37.97,66.65,222.29,5.92,7,Level 1,Commuter
User_535,Chevy Bolt,50,Station_279,New York,01/23/2024 6:00,01/23/2024 9:02,19.4,2.05,5.01,12.1,Afternoon,Wednesday,22.71,51.01,111.92,-9.28,6,Level 1,Long-Distance Traveler
User_536,Hyundai Kona,62,Station_226,Chicago,01/23/2024 7:00,01/23/2024 9:13,,1.74,27.83,36.42,Morning,Friday,42.44,57.46,63.46,8.41,6,DC Fast Charger,Casual Driver
User_537,Chevy Bolt,85,Station_57,Los Angeles,01/23/2024 8:00,01/23/2024 9:44,44.87,1.59,41.42,34.24,Evening,Monday,39.5,81.21,63.19,7.07,3,Level 1,Commuter
User_538,Chevy Bolt,62,Station_180,New York,01/23/2024 9:00,01/23/2024 11:37,46.21,3.41,48.97,28.83,Morning,Wednesday,28.23,72.28,36.74,15.69,4,Level 2,Casual Driver
User_539,Nissan Leaf,85,Station_232,Houston,01/23/2024 10:00,01/23/2024 13:48,,4.14,34.69,32.21,Morning,Thursday,49.72,75.85,,-8.77,2,Level 2,Casual Driver
User_540,BMW i3,62,Station_382,Los Angeles,01/23/2024 11:00,01/23/2024 14:03,57.04,2.19,43.97,8.96,Evening,Tuesday,65.23,89.09,181.05,8.22,5,DC Fast Charger,Casual Driver
User_541,Tesla Model 3,62,Station_343,San Francisco,01/23/2024 12:00,01/23/2024 13:25,32.94,3.26,38.71,29.96,Morning,Sunday,57.61,73.14,29.21,-3.49,2,DC Fast Charger,Casual Driver
User_542,Nissan Leaf,75,Station_477,Los Angeles,01/23/2024 13:00,01/23/2024 13:51,63.02,1.33,8.56,17.57,Night,Monday,42.43,74.74,190.24,-2.82,9.08,Level 2,Long-Distance Traveler
User_543,Nissan Leaf,51.11,Station_287,Los Angeles,01/23/2024 14:00,01/23/2024 15:58,33.01,2.66,31.9,31.92,Night,Saturday,51.94,68.81,20.47,18.8,0,Level 2,Long-Distance Traveler
User_544,BMW i3,62,Station_64,San Francisco,01/23/2024 15:00,01/23/2024 15:48,56.62,1.26,,37.14,Morning,Friday,57.72,88.57,107.01,28.94,4,DC Fast Charger,Long-Distance Traveler
User_545,Tesla Model 3,50,Station_455,San Francisco,01/23/2024 16:00,01/23/2024 19:08,53.17,0.63,19.15,26.69,Afternoon,Saturday,40.52,70.55,105.45,37.89,2,DC Fast Charger,Long-Distance Traveler
User_546,Hyundai Kona,50,Station_232,Los Angeles,01/23/2024 17:00,01/23/2024 17:55,51.87,3.86,28.75,20.19,Afternoon,Sunday,85.34,72.42,261.23,-0.23,4,Level 2,Long-Distance Traveler
User_547,Hyundai Kona,100,Station_289,San Francisco,01/23/2024 18:00,01/23/2024 21:19,64.31,2.47,33.31,14.2,Morning,Monday,42.86,96.57,232.11,-7.68,6,DC Fast Charger,Commuter
